output_filename,noise_path,noise_snr,s1_path,s1_start,s1_end,s1_tag,s1_snr,s2_path,s2_start,s2_end,s2_tag,s2_snr
112.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40co0311_1.6547_01io030p_-1.6547.wav,-2.778325725464389,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,989.44,998.8,0.05431194868897703,-0.7812537359070557,/data/lmorove1/hwang258/librilight/small/2628/turmoil_0908_librivox_64kb_mp3/turmoil_23_tarkington_64kb.flac,530.56,539.44,1.0957488335618462,-2.283069817214277
113.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/019o030a_1.3977_01xc021c_-1.3977sp12.wav,-2.651648584983481,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,999.52,1005.84,0.2814706830875377,1.4807906508725326,/data/lmorove1/hwang258/librilight/small/1492/platos_republic_0902_librivox1_64kb_mp3/republic_06_plato_64kb.flac,491.92,492.56,0.8510629769947509,0.7186675639322817
114.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/026c021c_2.4695_01da0101_-2.4695sp08.wav,2.705277706162337,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1006.56,1013.36,0.07918055143727615,1.996496907685315,/data/lmorove1/hwang258/librilight/small/2919/short_poetry_067_librivox_64kb_mp3/brightstar_keats_rl_64kb.flac,2.24,12.56,0.657790277161951,0.37794380331695754
115.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40fc020j_2.2841_01vc020h_-2.2841sp12.wav,0.1485972192180509,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1013.92,1020.72,0.27217868621888497,4.745652428834658,/data/lmorove1/hwang258/librilight/small/3703/chopin_man_music_1207_librivox_64kb_mp3/chopin_06_huneker_64kb.flac,239.28,245.12,0.9733441771727188,3.53190610434756
116.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/025o030c_2.1344_20ba010l_-2.1344.wav,-2.986392625785836,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1021.36,1026.0,0.1087036692033131,2.818144633459954,/data/lmorove1/hwang258/librilight/small/123/history_of_holland__0707_librivox_64kb_mp3/historyofholland_30_gedmundson_64kb.flac,957.12,974.0,1.2031883481425254,3.9754457497927476
117.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/02ac020v_1.1252_20dc0109_-1.1252sp08.wav,0.035269404441427454,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1026.72,1028.8,0.18332781451136196,-1.5730462128880034,/data/lmorove1/hwang258/librilight/small/1870/american_housewife_0911_librivox_64kb_mp3/theamericanhousewife_05_anonymous_64kb.flac,230.96,233.68,0.8089655852841398,3.7135464272147862
118.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20qa010h_0.51282_02bo030l_-0.51282sp08.wav,-2.495844870561293,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1029.36,1035.84,0.03808563831632739,4.888152888074287,/data/lmorove1/hwang258/librilight/small/1844/shortpoetry_048_librivox_64kb_mp3/valediction_donne_ndy_64kb.flac,114.8,116.48,0.8227172131303535,5.462297354353817
119.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40ka010z_1.6904_403o030z_-1.6904sp12.wav,-1.7501282669941438,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1036.56,1041.68,0.087861877133312,5.382610550595967,/data/lmorove1/hwang258/librilight/small/2206/bible_web_old_testament_0901_librivox2_64kb_mp3/oldtestament_002_worldenglishbible_64kb.flac,1122.64,1127.28,1.019137704952291,2.708878509291157
120.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ja0108_1.0411_01fc0214_-1.0411sp12.wav,-1.346701254317542,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1042.48,1046.16,0.27192374801245967,5.919511122388402,/data/lmorove1/hwang258/librilight/small/5141/fidele_1007_librivox_64kb_mp3/fidele_shakespeare_djg_64kb.flac,20.88,35.12,0.9227979311898181,1.976974541660459
121.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/407a0108_1.4248_016c0205_-1.4248sp08.wav,-1.1917062588693854,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1046.88,1049.36,0.23181248540805588,-0.12882695134176236,/data/lmorove1/hwang258/librilight/small/3211/mill_on_the_floss_0812_librivox_64kb_mp3/millonthefloss_35_eliot_64kb.flac,562.48,569.68,0.8091687480621048,-2.5269660933816507
122.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/020c020j_0.13365_401o030i_-0.13365sp12.wav,-1.3570695788891374,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1050.32,1054.56,0.13048403242728396,1.7945915719048315,/data/lmorove1/hwang258/librilight/small/3436/evening_star_0901_librivox_64kb_mp3/eveningstar_poe_avl_64kb.flac,8.24,23.52,0.8843883945811138,-1.2169295556503403
123.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40da010f_1.2531_409c0217_-1.2531sp08.wav,-2.0907696497604586,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1055.04,1072.4,0.16183739946451547,1.6106372210418964,/data/lmorove1/hwang258/librilight/small/809/richard_cory_librivox_64kb_mp3/richard_cory_robinson_esl_64kb.flac,31.84,33.52,0.7536126176338935,2.191569401176075
124.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20vo010p_1.6589_01po030a_-1.6589sp12.wav,1.0209404903522055,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1073.12,1079.84,0.20491762264040536,-2.47694486919851,/data/lmorove1/hwang258/librilight/small/696/short_story_008_64kb_mp3/schoolmasters_progress_kirkland_trs_64kb.flac,524.16,542.16,1.2138041655874674,3.181644492934792
125.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ua0104_2.1147_022a010g_-2.1147.wav,2.4863352776815066,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1081.12,1096.0,0.08469818356098849,-0.046498872579964434,/data/lmorove1/hwang258/librilight/small/809/richard_cory_librivox_64kb_mp3/richard_cory_robinson_esl_64kb.flac,47.6,53.36,0.996961578781737,5.102872327956401
126.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40fo031f_0.049586_01po0319_-0.049586sp08.wav,-1.1041564421703565,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1096.96,1112.0,0.13480132468318426,4.643009717241965,/data/lmorove1/hwang258/librilight/small/2090/les_mis_vol01_0810_librivox_64kb_mp3/lesmiserables_vol1_12_hugo_64kb.flac,225.6,238.64,0.7989405562659858,-1.0049487609357883
127.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/026c0202_0.98763_20gc0109_-0.98763.wav,2.240396831350549,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1114.4,1120.32,0.059311515871893004,3.165702212577191,/data/lmorove1/hwang258/librilight/small/2573/turmoil_0908_librivox_64kb_mp3/turmoil_19_tarkington_64kb.flac,778.0,779.84,0.7899743227202216,5.496774698633811
128.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40fo0304_1.5216_020o030t_-1.5216sp08.wav,1.6922081795695867,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1121.04,1123.84,0.03784544457317,5.467990675286675,/data/lmorove1/hwang258/librilight/small/1593/story_of_ab_0906_librivox_64kb_mp3/storyofab_00_waterloo_64kb.flac,114.32,120.56,0.7587634313989511,0.20685076498866195
129.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/406c0211_0.23809_20fo0108_-0.23809.wav,0.9529309809997768,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1124.8,1141.76,0.1402644156433012,3.9966227956726064,/data/lmorove1/hwang258/librilight/small/149/canterburytales_librivox_64kb_mp3/canterburytales_25_chaucer_64kb.flac,2243.04,2245.2,1.186144088302378,2.94988611984248
130.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40ho0315_1.88_028o0312_-1.88sp12.wav,1.1754395724211468,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1142.48,1144.88,0.007096205572795011,-0.15615965493604023,/data/lmorove1/hwang258/librilight/small/2687/short_story_029_0805_librivox_64kb_mp3/shortstory029_onemillionpound_pds_64kb.flac,1563.44,1580.8,0.8036481706075457,-2.8576724280263406
131.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01ba0112_1.4838_40fo030p_-1.4838sp12.wav,-2.5955251085642113,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1145.76,1159.2,0.11000479524437769,1.4957247253681034,/data/lmorove1/hwang258/librilight/small/1377/shortpoetry_028_librivox_64kb_mp3/foreign_lands_stevenson_js_64kb.flac,22.16,24.16,1.0111559102853804,-1.959971063301495
132.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/406a0113_0.36456_01to0301_-0.36456.wav,-1.4093754231565883,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1159.68,1163.12,0.11060366349993941,-2.188232420151464,/data/lmorove1/hwang258/librilight/small/465/shortpoetry_005_librivox_64kb_mp3/sonnet_ii_millay_th_64kb.flac,1.2,10.24,1.142700022644869,5.787109945471684
133.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/022o0312_1.3113_01xc020y_-1.3113sp12.wav,-0.4737846732775193,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1163.68,1166.4,0.14491390573250135,0.1677922662790987,/data/lmorove1/hwang258/librilight/small/152/man_property_librivox_64kb_mp3/manofproperty_14_galsworthy_64kb.flac,870.88,874.96,0.6685875577118142,0.8809207430614303
134.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20pa0110_0.74822_40ao030p_-0.74822.wav,-2.1838784307483086,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1167.28,1170.8,0.18861449648507525,1.7077115069125686,/data/lmorove1/hwang258/librilight/small/3945/short_poetry_079_0906_librivox_64kb_mp3/sea_rose_hd_few_64kb.flac,2.48,3.52,1.2503762160515741,4.45271623203555
135.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ma010t_1.5284_40oa010r_-1.5284sp08.wav,-1.4412842694026637,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1171.36,1173.68,0.0023201793450747022,-0.9835507865025792,/data/lmorove1/hwang258/librilight/small/7150/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_23_saki_64kb.flac,316.16,321.44,0.7114175696889152,-0.0072082427332347265
136.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/023o0311_2.1944_20ga010p_-2.1944.wav,-0.5964116529769523,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1174.16,1179.52,0.1541159835644021,0.89393447616514,/data/lmorove1/hwang258/librilight/small/2214/esperanto_teacher_0808_librivox_64kb_mp3/esperanto_teacher_58_fryer_64kb.flac,52.56,53.36,0.7595256412948891,-0.16413525530222017
137.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01ao0316_1.7999_20go010g_-1.7999sp12.wav,2.093121117779223,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1180.24,1182.88,0.014454610821951718,5.328623744458511,/data/lmorove1/hwang258/librilight/small/606/badge_courage_librivox_64kb_mp3/redbadgeofcourage_05_crane_64kb.flac,707.2,710.8,0.9418950024402023,3.337211576993587
138.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01ec020d_2.0707_01mo0316_-2.0707.wav,-0.4460758083537337,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1185.12,1187.2,0.2834381414027126,-0.7077777458049685,/data/lmorove1/hwang258/librilight/small/1472/stops_punctuate_0711_librivox_64kb_mp3/stops_05_allardyce_64kb.flac,358.16,366.24,0.753129925409828,-0.14808694558462587
139.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40fo031g_0.95928_204c010f_-0.95928.wav,-1.1556007428642754,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1187.76,1190.72,0.0703199234629204,1.780095069868044,/data/lmorove1/hwang258/librilight/small/843/short_story_008_64kb_mp3/sredni_vashtar_saki_tpk_64kb.flac,552.8,555.52,0.7832406008260573,2.3135000877473217
140.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/205c010i_0.61284_02eo0317_-0.61284sp08.wav,-2.884725383660075,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1193.76,1204.4,0.2236470901859065,1.4184108765284522,/data/lmorove1/hwang258/librilight/small/4867/shirley_1006_librivox_64kb_mp3/shirley_41_bronte_64kb.flac,1145.76,1149.52,1.2521109285796939,5.760368762883667
141.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/029a010t_1.1529_208o010i_-1.1529sp12.wav,0.5242014521589144,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1205.04,1210.72,0.0011706151884787962,5.826277747136034,/data/lmorove1/hwang258/librilight/small/3346/inthedesert_0812_librivox_64kb_mp3/inthedesert_crane_hjd_64kb.flac,26.88,30.64,1.237191491106175,2.7389786911514378
142.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40fc0217_0.62991_40dc020r_-0.62991sp12.wav,-0.05469281566193818,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1215.84,1218.32,0.1922098156813216,4.486065832678927,/data/lmorove1/hwang258/librilight/small/286/short_story_008_64kb_mp3/his_worship_the_goosedriver_bennett_wsc_64kb.flac,146.96,159.52,1.2542638364120275,-2.824632184743952
143.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/028a0109_1.7496_01eo031d_-1.7496.wav,-1.20879675845869,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1220.48,1225.28,0.14275817773489452,1.294580053798211,/data/lmorove1/hwang258/librilight/small/8677/treatise_on_good_works_1811_librivox_64kb_mp3/goodworks_30_luther_64kb.flac,241.52,261.44,0.8987669019252851,4.1847585929899775
144.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/012c0206_2.0266_206o0106_-2.0266.wav,2.4007093385924376,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1226.08,1235.6,0.041657731705270595,0.26819700974086746,/data/lmorove1/hwang258/librilight/small/1267/im_nobody_librivox_64kb_mp3/im_nobody_dickinson_mmv_64kb.flac,4.56,14.24,1.1795379822584184,3.4398708849523567
145.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/407o0315_0.52908_206c010a_-0.52908sp08.wav,-1.6802838692452562,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1237.76,1251.84,0.01684288246091493,1.0136927078806508,/data/lmorove1/hwang258/librilight/small/128/bed_time_001_0707_64kb_mp3/03_thejumblies_edwardlear_mlc_64kb.flac,177.28,189.52,1.0714404809137348,-0.420445747100227
146.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40jo0315_2.1251_20ac010k_-2.1251sp08.wav,2.1880013817520467,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1252.48,1262.16,0.018360987071427103,5.11603506401603,/data/lmorove1/hwang258/librilight/small/107/tramp_abroad_jg_0906_librivox_64kb_mp3/tramp_26_twain_64kb.flac,74.0,122.56,1.2700062158238894,-2.8601571447502026
147.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/02ba010d_0.62728_01qc020u_-0.62728sp12.wav,-1.7606546217368908,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1265.12,1272.16,0.049175978349650304,-2.644948074340731,/data/lmorove1/hwang258/librilight/small/2919/short_poetry_067_librivox_64kb_mp3/brightstar_keats_rl_64kb.flac,57.92,60.48,0.8040895328737643,1.9082657113502188
148.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01go031e_0.11877_015c020b_-0.11877.wav,-0.7412361350682364,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1272.8,1277.68,0.024030668140458844,-1.4198340793684647,/data/lmorove1/hwang258/librilight/small/4433/fidele_1007_librivox_64kb_mp3/fidele_shakespeare_kes_64kb.flac,0.64,6.32,1.1960001305707895,0.7046040180068873
149.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01kc020k_0.3236_405o030x_-0.3236sp12.wav,0.9356864615819935,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1280.72,1295.04,0.013168125035336585,3.181813426185002,/data/lmorove1/hwang258/librilight/small/3887/short_poetry_079_0906_librivox_64kb_mp3/mylifeclosedtwicebeforeitsclose_dickinson_sn_64kb.flac,0.0,3.68,1.2429595047775823,2.5099251830991482
150.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/209a010i_0.056719_40gc020o_-0.056719sp08.wav,-0.5699785401424808,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1296.0,1298.64,0.09147276257126023,-1.0496497720957352,/data/lmorove1/hwang258/librilight/small/3448/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_258_williams_64kb.flac,84.16,94.16,1.042992293188867,1.2849896965186964
151.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ha0104_0.41321_408c020s_-0.41321sp08.wav,1.971383606783153,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1299.28,1302.24,0.15800131494236638,-1.1059611620681156,/data/lmorove1/hwang258/librilight/small/4358/fidele_1007_librivox_64kb_mp3/fidele_shakespeare_kts_64kb.flac,38.4,43.92,0.9748138749574767,-2.287357886705645
152.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20po0105_0.51079_02ec020c_-0.51079sp12.wav,-2.791751697497821,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1302.96,1305.68,0.030268374773729664,-0.3894002889392323,/data/lmorove1/hwang258/librilight/small/3949/pantheisticon_0911_librivox_64kb_mp3/pantheisticon_07_toland_64kb.flac,258.0,353.68,1.0361630945324394,3.801355688612203
153.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01xa010r_1.5459_016o0305_-1.5459.wav,-0.5737156178910991,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1306.96,1310.72,0.1260480921529018,-0.34447887656576537,/data/lmorove1/hwang258/librilight/small/4006/herodotus_histories_3_0912_librivox_64kb_mp3/histories3_04_herodotus_64kb.flac,653.6,667.84,0.6531314530278237,3.159867176413382
154.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20oa0101_0.46258_01cc0213_-0.46258sp12.wav,1.9987788915807787,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1311.2,1314.96,0.1690626598305561,2.183167149711381,/data/lmorove1/hwang258/librilight/small/2487/camille_0908_librivox_64kb_mp3/camille_03_dumas_64kb.flac,15.6,18.56,0.9247849767626659,-2.029719193093211
155.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ko010e_0.98622_20oo0108_-0.98622sp12.wav,2.245944823838979,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1316.4,1319.6,0.08261362820953357,-1.6076301218205047,/data/lmorove1/hwang258/librilight/small/3496/lincoln_story_book2_0902_librivox_64kb_mp3/lincolnstorybook_344_williams_64kb.flac,106.4,112.88,0.9343076224555144,-2.2625664393000644
156.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20aa0103_1.3759_02ca010l_-1.3759sp08.wav,1.003330201086012,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1320.4,1331.68,0.18203578710168256,4.385872697313298,/data/lmorove1/hwang258/librilight/small/3681/shirley_1006_librivox_64kb_mp3/shirley_46_bronte_64kb.flac,959.36,965.6,0.8155136654427336,0.7009495341445531
157.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20ba010e_1.8347_01pc0211_-1.8347sp08.wav,2.864673374898671,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1333.28,1338.88,0.23501437013139195,-0.8563159368709319,/data/lmorove1/hwang258/librilight/small/2518/shortlifelincoln_0809_librivox_64kb_mp3/shortlifeoflincoln_05_nicolay_64kb.flac,470.72,487.04,0.9972100155000472,0.4918730810964891
158.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40dc0209_2.4686_01uc020c_-2.4686sp08.wav,0.059172874205265735,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1339.52,1358.88,0.06726206748231396,-2.044832354215589,/data/lmorove1/hwang258/librilight/small/1845/againstindifference_0801_librivox_64kb_mp3/againstindifference_webbe_kg_64kb.flac,28.56,36.64,0.9691480266472741,1.9998711269820628
159.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/029a010m_2.2312_40kc0206_-2.2312.wav,2.2527398040644115,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1359.92,1362.96,0.24334303344141905,-1.4798079194486857,/data/lmorove1/hwang258/librilight/small/3681/shirley_1006_librivox_64kb_mp3/shirley_46_bronte_64kb.flac,662.08,670.24,1.1477240356918932,0.06918193315726295
160.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/20po010g_1.6528_019c021h_-1.6528sp08.wav,-1.4668102404167742,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1363.6,1380.88,0.09350352068071309,-2.305849699284887,/data/lmorove1/hwang258/librilight/small/842/short_story_008_64kb_mp3/on_love_shelley_eg_64kb.flac,249.68,252.96,0.9623706383900144,5.411093395449058
161.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01ea010e_2.1869_40fo030n_-2.1869.wav,2.1310526564479186,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1381.92,1388.8,0.14818508773422295,4.182831940823182,/data/lmorove1/hwang258/librilight/small/6978/toysofpeace_1204_librivox_64kb_mp3/toysofpeace_13_saki_64kb.flac,657.36,665.6,0.7891067928085188,0.7796152738934419
162.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/02ac021e_1.1079_408a010p_-1.1079sp12.wav,-0.38008453825437005,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1389.36,1397.28,0.29942949197225927,1.5517476006087287,/data/lmorove1/hwang258/librilight/small/3699/tristramshandy4_1008_librivox_64kb_mp3/tristramshandy4_16_sterne_64kb.flac,713.36,723.36,1.1409882090458703,-1.669205308287888
163.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01zo031e_0.057091_02eo030n_-0.057091.wav,-0.7560502698189562,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1398.24,1409.04,0.15164855640594652,1.405114175075159,/data/lmorove1/hwang258/librilight/small/27/shortpoetry_048_librivox_64kb_mp3/aedh_yeats_sdm_64kb.flac,40.4,44.4,1.0871079187300587,0.17701984166720397
164.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40po030p_1.6639_404c020q_-1.6639sp08.wav,-2.9364872167190286,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1409.6,1415.68,0.1545597901812305,-1.4076591679728176,/data/lmorove1/hwang258/librilight/small/434/richard_cory_librivox_64kb_mp3/richard_cory_robinson_jmn_64kb.flac,37.12,43.44,0.877792357597377,2.160246546371585
165.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/40go030b_0.0077064_20rc010a_-0.0077064.wav,-2.729390182726938,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1416.16,1425.44,0.05200880278507534,0.18985514777916812,/data/lmorove1/hwang258/librilight/small/167/shortpoetry_003_librivox_64kb_mp3/late_leaves_landor_py_64kb.flac,25.04,33.52,0.8911881447496923,0.41501588182916205
166.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01ua010b_2.4957_40co030k_-2.4957.wav,1.3745643984143356,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1427.04,1433.6,0.1911118270968052,0.9641756935896568,/data/lmorove1/hwang258/librilight/small/3698/kwaidan_1005_librivox_64kb_mp3/kwaidan_04_hearn_64kb.flac,77.2,85.76,0.7286470520280144,1.5259111331299904
167.wav,/data/lmorove1/hwang258/librimix/wham_noise/tr/01za010y_0.92705_20ba0114_-0.92705.wav,1.5585808424385403,/data/lmorove1/hwang258/librilight/small/705/man_property_librivox_64kb_mp3/manofproperty_12_galsworthy_64kb.flac,1434.32,1439.84,0.10756530417532194,-2.4527302663279658,/data/lmorove1/hwang258/librilight/small/31/personal_anthology_shakespeare_librivox_64kb_mp3/personal_anthology_shakespeare_julius_caesar_3_2c_mac_64kb.flac,81.36,82.4,0.8074648811601797,0.2386013380544041
